Epoch	Auc	Accuracy	loss
1	0.5040383399673786	0.6579295091728812	0.6469298012199856
2	0.5038465198539849	0.6598406442283155	0.6416398755141667
3	0.5119069921498425	0.6598406442283155	0.6415055869590669
1	0.5239988340608925	0.6600659691917073	0.6413882197368712
2	0.5463599265170428	0.6600659691917073	0.640799533753168
3	0.5735419506174065	0.6600659691917073	0.6393416211718604
4	0.599668916078455	0.6600659691917073	0.635409829162416
5	0.6344567421362733	0.6624633032202487	0.6234634518623352
6	0.6794233962422989	0.6888566473595321	0.5964846696172442
7	0.7005333668741847	0.7011436926878478	0.5807844393310093
8	0.7073034560281104	0.7039377486596465	0.5764331008706775
9	0.7109177210324551	0.705700327578976	0.5740834027528763
10	0.713232887227299	0.7067431395441098	0.5725328822930654
11	0.7148578956939646	0.7075365834306246	0.5714138093448821
12	0.7160704222199161	0.7084150391621232	0.5705648752905074
13	0.7170138397582736	0.7088627682123709	0.5699008085897991
14	0.7177675291159251	0.7092481552429638	0.5693682485393116
15	0.7183870138408177	0.7095825351665666	0.5689305375729289
16	0.7189109677495862	0.7099395849154982	0.5685618267882437
17	0.7193663589154988	0.7100642689548077	0.5682436710312253
18	0.719773044171296	0.7102456275574397	0.5679628490692094
19	0.7201447172698229	0.7105856749373746	0.5677099493997437
20	0.720488959631058	0.7108350430159935	0.5674783417156765
21	0.7208134501608092	0.7110900785509447	0.5672634371689388
22	0.7211202415728053	0.711345114085896	0.5670621625724293
1	0.7225243082570582	0.7117840266392862	0.5667667729513985
1	0.7221316506597404	0.7115582517923847	0.5666867530062085
2	0.722984372137433	0.7118595884764304	0.5661080007751783
3	0.7231779545638334	0.71191075885674	0.565966994989486
1	0.7235522153392184	0.7125819105276285	0.5671893074398949
1	0.7237392859340265	0.7130478206343172	0.5651484660449482
2	0.723727450557456	0.713110242252626	0.5651619377590361
3	0.723906714364009	0.7132123867189495	0.565027936228684
4	0.7240815016111868	0.713314531185273	0.5649047628754661
5	0.7242493670622105	0.7133939768813025	0.5647892061443556
6	0.7244100991673221	0.713496121347626	0.5646795438868659
7	0.7245645572577146	0.7135188201179201	0.5645746546132224
1	0.724838977367924	0.7130044588338872	0.5651687486540704
2	0.7249538247228863	0.7133793416829968	0.5650570789972941
1	0.7250633520573377	0.7134718822239766	0.565422304329418
2	0.7251426463313061	0.7134321237284381	0.5653346400885355
3	0.725269755276529	0.7134775620090535	0.5652362612031755
4	0.7253971055909543	0.7135627587852076	0.5651440812008721
5	0.7255242070630018	0.7136877140569001	0.5650536510206404
1	0.7257252993250125	0.7142223460700738	0.5651969810326894
2	0.7256676028086511	0.7139948704241852	0.5652654021978378
3	0.7257701270585475	0.7140176179887741	0.5651886016130447
4	0.7258846102843117	0.7141654771586017	0.5651033879035995
5	0.7260067520846485	0.7141768509408961	0.5650134366892633
1	0.7268051365277723	0.7144469653998865	0.5637901659522738
2	0.7270418123062896	0.714299489506523	0.5636752262001946
